Employee_ID,Age,Career_Stage,Skills,Training_Participation,Certifications,Performance_Metrics,Skill_Gaps
4782,29,Mid-Career,AI/ML,415,4,0.893670501,Leadership
4783,48,Entry-Level,Leadership,174,0,0.149690443,Leadership
4784,46,Senior,5G,530,1,0.284207049,Leadership
4785,30,Mid-Career,Cybersecurity,528,1,0.417876517,AI/ML
4786,47,Entry-Level,AI/ML,587,4,0.466205863,Leadership
4787,54,Entry-Level,Leadership,341,0,0.268424444,AI/ML
4788,44,Senior,AI/ML,459,1,0.611151005,Cybersecurity
4789,29,Senior,AI/ML,415,0,0.631314884,Cybersecurity
4790,24,Entry-Level,Cybersecurity,353,2,0.285485474,Cybersecurity
4791,33,Entry-Level,5G,299,1,0.026176727,Leadership
4792,20,Entry-Level,5G,589,0,0.398463225,Leadership
4793,57,Entry-Level,5G,586,2,0.604223499,Cybersecurity
4794,58,Senior,Cybersecurity,75,1,0.691721009,5G
4795,25,Mid-Career,Leadership,467,0,0.130683045,Cybersecurity
4796,51,Entry-Level,Leadership,256,4,0.111650711,Cybersecurity
4797,39,Senior,Leadership,531,1,0.00587913,5G
4798,36,Senior,AI/ML,495,3,0.936638445,AI/ML
4799,50,Entry-Level,Cybersecurity,422,3,0.520503229,Cybersecurity
4800,27,Mid-Career,AI/ML,498,1,0.954338696,5G
4801,31,Entry-Level,5G,202,2,0.422527857,Cybersecurity
4802,38,Mid-Career,AI/ML,356,1,0.049915643,Leadership
4803,27,Entry-Level,Cybersecurity,27,3,0.682062248,AI/ML
4804,18,Senior,5G,538,3,0.595933767,Leadership
4805,52,Senior,Cybersecurity,568,1,0.509729652,AI/ML
4806,46,Senior,Leadership,544,3,0.403892629,Cybersecurity
4807,55,Mid-Career,5G,571,3,0.982029543,Cybersecurity
4808,25,Senior,AI/ML,219,0,0.966155532,Leadership
4809,32,Entry-Level,AI/ML,321,2,0.546415009,Cybersecurity
4810,21,Mid-Career,Cybersecurity,94,1,0.246066711,AI/ML
4811,28,Mid-Career,5G,365,2,0.300508932,Cybersecurity
4812,50,Entry-Level,AI/ML,385,3,0.242036606,AI/ML
4813,22,Senior,Cybersecurity,564,1,0.481225797,Leadership
4814,29,Senior,5G,126,4,0.66718034,5G
4815,37,Senior,AI/ML,485,4,0.05254916,AI/ML
4816,44,Senior,Cybersecurity,136,1,0.066019507,AI/ML
4817,58,Mid-Career,Leadership,576,4,0.295562408,Cybersecurity
4818,57,Entry-Level,Leadership,0,1,0.99436238,5G
4819,53,Mid-Career,5G,406,1,0.451719724,5G
4820,50,Entry-Level,AI/ML,166,2,0.268297955,Cybersecurity
4821,41,Mid-Career,5G,568,1,0.704095878,Leadership
4822,24,Mid-Career,AI/ML,19,0,0.43577791,Leadership
4823,25,Senior,Leadership,555,4,0.519490673,AI/ML
4824,39,Senior,AI/ML,8,1,0.758089708,Leadership
4825,28,Senior,Cybersecurity,594,2,0.837016854,Cybersecurity
4826,35,Senior,Cybersecurity,170,4,0.697838848,AI/ML
4827,49,Senior,AI/ML,194,3,0.028415412,Cybersecurity
4828,40,Mid-Career,Leadership,269,0,0.140087859,AI/ML
4829,59,Entry-Level,5G,429,2,0.452801631,5G
4830,32,Mid-Career,5G,255,0,0.73036468,AI/ML
4831,54,Entry-Level,5G,51,0,0.50429521,Leadership
4832,24,Entry-Level,Cybersecurity,444,3,0.659191015,5G
4833,25,Entry-Level,Leadership,130,4,0.9166695,Cybersecurity
4834,30,Mid-Career,AI/ML,289,1,0.14293288,AI/ML
4835,58,Entry-Level,5G,119,0,0.854363802,AI/ML
4836,35,Entry-Level,Leadership,10,2,0.879531339,AI/ML
4837,44,Entry-Level,Leadership,250,3,0.430772613,Leadership
4838,55,Mid-Career,AI/ML,422,3,0.215403639,Leadership
4839,38,Mid-Career,Cybersecurity,19,3,0.302027655,Cybersecurity
4840,53,Entry-Level,Cybersecurity,296,1,0.173327138,Leadership
4841,51,Mid-Career,5G,82,4,0.802086806,AI/ML
4842,24,Mid-Career,5G,243,0,0.334973931,AI/ML
4843,33,Senior,AI/ML,374,2,0.818495381,Cybersecurity
4844,40,Senior,Leadership,146,1,0.715131233,Cybersecurity
4845,31,Senior,5G,118,2,0.014509216,AI/ML
4846,29,Mid-Career,Cybersecurity,572,1,0.551960668,Leadership
4847,49,Senior,AI/ML,429,0,0.064285235,Leadership
4848,56,Mid-Career,AI/ML,418,1,0.648078339,5G
4849,37,Mid-Career,Leadership,75,0,0.911983306,Cybersecurity
4850,40,Mid-Career,5G,521,2,0.693176011,Cybersecurity
4851,59,Mid-Career,AI/ML,36,2,0.276188533,Leadership
4852,48,Entry-Level,AI/ML,205,4,0.619208043,AI/ML
4853,20,Senior,Leadership,224,4,0.264672593,Cybersecurity
4854,45,Mid-Career,Leadership,74,2,0.179012295,Leadership
4855,31,Mid-Career,Cybersecurity,495,1,0.463424191,Cybersecurity
4856,30,Senior,Leadership,82,0,0.345175603,Cybersecurity
4857,30,Entry-Level,AI/ML,149,0,0.431222673,AI/ML
4858,46,Mid-Career,Cybersecurity,268,2,0.977465404,Cybersecurity
4859,27,Mid-Career,Cybersecurity,322,1,0.820370025,5G
4860,18,Mid-Career,5G,561,0,0.349681905,5G
4861,19,Senior,AI/ML,215,3,0.591244705,Leadership
4862,19,Entry-Level,Leadership,493,1,0.347347388,Cybersecurity
4863,28,Mid-Career,5G,481,0,0.826052172,5G
4864,20,Senior,5G,8,1,0.289104313,AI/ML
4865,36,Senior,5G,339,2,0.993923667,Cybersecurity
4866,38,Entry-Level,Cybersecurity,17,2,0.291259296,Cybersecurity
4867,28,Senior,5G,387,3,0.727739019,AI/ML
4868,46,Senior,Cybersecurity,50,1,0.76313953,5G
4869,26,Entry-Level,AI/ML,510,1,0.162644149,Cybersecurity
4870,26,Mid-Career,5G,7,3,0.734970208,Cybersecurity
4871,36,Entry-Level,Cybersecurity,294,1,0.177302099,5G
4872,40,Mid-Career,Leadership,446,0,0.709248109,AI/ML
4873,44,Entry-Level,5G,302,3,0.05376181,5G
4874,26,Senior,AI/ML,549,3,0.28858961,Leadership
4875,31,Senior,AI/ML,400,1,0.874939611,Cybersecurity
4876,28,Entry-Level,Cybersecurity,298,1,0.863839728,5G
4877,18,Mid-Career,Cybersecurity,476,0,0.362888793,AI/ML
4878,21,Entry-Level,Leadership,263,4,0.230089292,Leadership
4879,51,Mid-Career,Cybersecurity,64,0,0.235324547,AI/ML
4880,22,Mid-Career,5G,573,1,0.522610397,AI/ML
4881,27,Senior,AI/ML,284,4,0.520714068,5G
4882,26,Mid-Career,Cybersecurity,492,0,0.94079607,Cybersecurity
4883,32,Mid-Career,AI/ML,27,1,0.50946276,5G
4884,42,Mid-Career,Leadership,437,1,0.407229055,Cybersecurity
4885,24,Senior,Leadership,403,4,0.985500078,Cybersecurity
4886,32,Senior,AI/ML,576,4,0.611676254,Cybersecurity
4887,32,Senior,AI/ML,119,4,0.91068776,5G
4888,32,Mid-Career,5G,234,0,0.475934016,5G
4889,20,Mid-Career,Leadership,293,3,0.226037139,Cybersecurity
4890,39,Mid-Career,5G,20,3,0.458573639,Leadership
4891,44,Entry-Level,Leadership,159,1,0.656586075,5G
4892,37,Senior,Cybersecurity,477,4,0.351745596,Leadership
4893,54,Entry-Level,5G,492,1,0.876144928,Cybersecurity
4894,19,Mid-Career,Leadership,412,2,0.694301945,AI/ML
4895,21,Mid-Career,AI/ML,189,3,0.97044505,Cybersecurity
4896,52,Entry-Level,Leadership,295,0,0.421808086,5G
4897,46,Mid-Career,AI/ML,375,0,0.736002571,Leadership
4898,31,Mid-Career,Cybersecurity,393,2,0.101339749,Leadership
4899,58,Entry-Level,Cybersecurity,439,2,0.684994341,Leadership
4900,32,Senior,AI/ML,283,0,0.099971453,5G
4901,57,Entry-Level,Leadership,360,2,0.518443332,Cybersecurity
4902,37,Mid-Career,AI/ML,454,4,0.075460561,Cybersecurity
4903,37,Senior,Leadership,426,0,0.795040289,5G
4904,53,Entry-Level,Leadership,363,3,0.949042363,Cybersecurity
4905,39,Mid-Career,5G,239,2,0.119282454,Leadership
4906,38,Mid-Career,AI/ML,112,4,0.097251086,AI/ML
4907,56,Senior,Cybersecurity,125,1,0.310562508,Leadership
4908,29,Senior,Cybersecurity,175,1,0.409044411,5G
4909,32,Entry-Level,Cybersecurity,55,2,0.782063495,Cybersecurity
4910,42,Entry-Level,Leadership,30,2,0.373683317,AI/ML
4911,26,Senior,Leadership,292,1,0.536220317,Cybersecurity
4912,43,Senior,Leadership,214,3,0.400619734,Cybersecurity
4913,22,Senior,Cybersecurity,113,2,0.008505429,AI/ML
4914,21,Mid-Career,AI/ML,480,1,0.493773928,Cybersecurity
4915,31,Entry-Level,Cybersecurity,186,4,0.550014192,5G
4916,40,Senior,AI/ML,348,3,0.259234232,AI/ML
4917,18,Mid-Career,Cybersecurity,364,4,0.109514436,Leadership
4918,24,Senior,5G,361,4,0.055367698,AI/ML
4919,43,Entry-Level,AI/ML,303,4,0.402652678,5G
4920,42,Senior,Leadership,394,2,0.931021802,5G
4921,40,Senior,Cybersecurity,88,4,0.886785631,AI/ML
4922,52,Entry-Level,Cybersecurity,176,4,0.00486199,Leadership
4923,40,Mid-Career,AI/ML,92,0,0.050135734,Cybersecurity
4924,57,Senior,AI/ML,58,1,0.104745481,Cybersecurity
4925,38,Senior,Leadership,589,3,0.270003151,AI/ML
4926,56,Entry-Level,Cybersecurity,268,2,0.495481904,AI/ML
4927,19,Entry-Level,Cybersecurity,564,2,0.803157247,Cybersecurity
4928,36,Senior,5G,15,4,0.406749018,Cybersecurity
4929,45,Senior,AI/ML,119,0,0.651205689,AI/ML
4930,27,Senior,5G,383,3,0.590303631,Leadership
4931,30,Mid-Career,Leadership,513,1,0.125619763,Leadership
4932,57,Senior,AI/ML,192,2,0.587817374,Leadership
4933,49,Senior,AI/ML,576,1,0.25909802,5G
4934,18,Entry-Level,Leadership,82,0,0.169433985,5G
4935,36,Entry-Level,AI/ML,588,4,0.132756874,Leadership
4936,36,Senior,5G,571,2,0.866229756,5G
4937,33,Mid-Career,Leadership,511,2,0.510949919,5G
4938,51,Entry-Level,AI/ML,209,2,0.323534394,5G
4939,49,Entry-Level,5G,411,0,0.325557311,Cybersecurity
4940,49,Senior,5G,55,3,0.722253384,AI/ML
4941,41,Entry-Level,Cybersecurity,169,3,0.656128269,Leadership
4942,27,Senior,AI/ML,589,3,0.732288772,AI/ML
4943,43,Entry-Level,5G,454,1,0.638627555,Cybersecurity
4944,38,Entry-Level,Leadership,244,0,0.926341374,Leadership
4945,25,Senior,Cybersecurity,106,2,0.503160408,AI/ML
4946,35,Mid-Career,Leadership,234,4,0.235343492,5G
4947,34,Mid-Career,AI/ML,399,1,0.509028678,AI/ML
4948,49,Entry-Level,5G,201,2,0.697691944,Leadership
4949,57,Senior,Cybersecurity,365,4,0.307783059,5G
4950,42,Mid-Career,AI/ML,316,2,0.850462402,Leadership
4951,42,Entry-Level,Cybersecurity,4,3,0.052953583,5G
4952,19,Mid-Career,5G,14,1,0.122005823,AI/ML
4953,24,Mid-Career,AI/ML,209,2,0.092492676,Leadership
4954,46,Entry-Level,5G,414,0,0.099223075,Cybersecurity
4955,53,Entry-Level,Cybersecurity,339,2,0.320510028,Cybersecurity
4956,58,Mid-Career,Cybersecurity,310,1,0.69205142,Cybersecurity
4957,41,Senior,Leadership,166,0,0.545074583,AI/ML
4958,30,Entry-Level,Leadership,440,0,0.89644285,Leadership
4959,43,Mid-Career,Cybersecurity,323,3,0.504214723,Leadership
4960,29,Mid-Career,Cybersecurity,516,3,0.151633269,5G
4961,26,Entry-Level,Leadership,136,3,0.343068733,Leadership
4962,49,Senior,Cybersecurity,593,3,0.099726214,5G
4963,18,Senior,5G,5,2,0.404784219,Cybersecurity
4964,42,Mid-Career,AI/ML,547,3,0.548191642,5G
4965,21,Senior,Leadership,444,4,0.277787913,Cybersecurity
4966,39,Entry-Level,Cybersecurity,214,4,0.977799972,Leadership
4967,18,Mid-Career,Leadership,565,2,0.065038657,5G
4968,29,Senior,AI/ML,383,2,0.3909624,Cybersecurity
4969,50,Mid-Career,Leadership,196,2,0.003303756,5G
4970,22,Entry-Level,5G,505,0,0.147547673,5G
4971,47,Entry-Level,5G,74,3,0.076491754,5G
4972,33,Entry-Level,Cybersecurity,110,1,0.915597635,AI/ML
4973,39,Senior,Leadership,567,3,0.763880332,Leadership
4974,39,Senior,Leadership,250,2,0.267577459,Cybersecurity
4975,55,Mid-Career,5G,68,4,0.33401519,Leadership
4976,48,Mid-Career,Cybersecurity,139,0,0.811143452,AI/ML
4977,21,Mid-Career,AI/ML,532,2,0.953675607,AI/ML
4978,41,Senior,AI/ML,509,3,0.984669561,5G
4979,20,Entry-Level,5G,225,0,0.028045122,5G
4980,50,Senior,Cybersecurity,566,0,0.04470586,Cybersecurity
4981,37,Mid-Career,AI/ML,215,4,0.46916355,Leadership
4982,47,Senior,Leadership,177,2,0.034960569,Cybersecurity
4983,21,Entry-Level,AI/ML,84,2,0.372431962,Leadership
4984,37,Senior,Leadership,427,3,0.253458161,AI/ML
4985,33,Senior,Leadership,205,4,0.621317445,Leadership
4986,45,Mid-Career,Leadership,174,2,0.312019779,Cybersecurity
4987,52,Entry-Level,Cybersecurity,227,0,0.810399192,Cybersecurity
4988,28,Senior,5G,75,2,0.749752851,5G
4989,59,Mid-Career,AI/ML,465,2,0.640095101,5G
4990,55,Senior,Leadership,10,0,0.90216337,AI/ML
4991,40,Mid-Career,AI/ML,0,4,0.654660161,AI/ML
4992,27,Entry-Level,Leadership,397,4,0.90826969,Cybersecurity
4993,32,Senior,Cybersecurity,343,1,0.663411913,5G
4994,52,Entry-Level,Leadership,568,2,0.339114198,Cybersecurity
4995,52,Entry-Level,5G,143,1,0.878345689,Cybersecurity
4996,34,Senior,5G,487,4,0.794478568,Cybersecurity
4997,31,Mid-Career,Leadership,599,4,0.372464477,Cybersecurity
4998,45,Entry-Level,Leadership,394,0,0.385015745,5G
4999,46,Senior,Leadership,81,4,0.249779097,Leadership
5000,39,Senior,AI/ML,375,4,0.538702351,AI/ML
5001,48,Entry-Level,AI/ML,59,2,0.265024837,Cybersecurity
5002,23,Entry-Level,Leadership,11,4,0.516394189,AI/ML
5003,34,Entry-Level,5G,135,4,0.667997853,Leadership
5004,52,Entry-Level,Leadership,387,2,0.385843352,5G
5005,38,Entry-Level,Leadership,397,2,0.226925497,AI/ML
5006,21,Senior,AI/ML,568,4,0.268540563,AI/ML
5007,55,Senior,AI/ML,148,1,0.905060867,Leadership
5008,52,Entry-Level,Leadership,128,2,0.687572287,Cybersecurity
5009,33,Entry-Level,Cybersecurity,173,4,0.092389362,Cybersecurity
5010,50,Mid-Career,5G,138,0,0.289140984,Cybersecurity
5011,31,Senior,Cybersecurity,525,2,0.29360568,Leadership
5012,54,Entry-Level,Leadership,297,3,0.756734619,Cybersecurity
5013,53,Mid-Career,Cybersecurity,565,1,0.559727681,AI/ML
5014,53,Entry-Level,Leadership,563,1,0.126692179,5G
5015,25,Mid-Career,5G,5,1,0.221908134,Leadership
5016,33,Entry-Level,AI/ML,442,0,0.541363723,AI/ML
5017,44,Senior,AI/ML,405,1,0.37244671,Cybersecurity
5018,22,Entry-Level,Leadership,272,4,0.12057495,AI/ML
5019,20,Entry-Level,Cybersecurity,59,0,0.381861121,AI/ML
5020,57,Senior,Leadership,303,0,0.763085672,Cybersecurity
5021,42,Senior,5G,121,0,0.272925786,AI/ML
5022,42,Senior,5G,447,3,0.928097816,Leadership
5023,19,Mid-Career,Cybersecurity,394,1,0.780749445,5G
5024,52,Entry-Level,5G,173,0,0.653160223,5G
5025,18,Senior,AI/ML,284,2,0.782490606,AI/ML
5026,46,Mid-Career,Cybersecurity,438,4,0.753159744,Leadership
5027,22,Senior,5G,220,1,0.675308398,AI/ML
5028,32,Entry-Level,Cybersecurity,312,3,0.580437606,Leadership
5029,47,Mid-Career,5G,590,2,0.044365719,AI/ML
5030,22,Mid-Career,5G,229,1,0.708783005,5G
5031,46,Senior,Cybersecurity,483,0,0.633631208,Cybersecurity
5032,24,Mid-Career,Cybersecurity,580,2,0.134717909,AI/ML
5033,42,Mid-Career,AI/ML,365,2,0.83583753,Leadership
5034,22,Mid-Career,AI/ML,298,1,0.590553451,5G
5035,45,Mid-Career,5G,164,4,0.514556558,AI/ML
5036,24,Senior,Leadership,209,3,0.43373102,Leadership
5037,36,Mid-Career,5G,305,1,0.598333052,5G
5038,18,Mid-Career,5G,513,1,0.89557825,5G
5039,43,Mid-Career,Cybersecurity,176,3,0.350022266,AI/ML
5040,26,Mid-Career,AI/ML,415,4,0.485969221,5G
5041,31,Mid-Career,AI/ML,92,0,0.145134444,AI/ML
5042,30,Mid-Career,AI/ML,202,0,0.4969474,Cybersecurity
5043,34,Senior,Leadership,260,3,0.103551174,5G
5044,24,Mid-Career,Leadership,303,4,0.369017037,AI/ML
5045,44,Senior,Cybersecurity,209,1,0.524038523,Leadership
5046,45,Entry-Level,5G,430,3,0.17378486,5G
5047,40,Senior,Cybersecurity,150,3,0.644874544,Leadership
5048,51,Senior,Cybersecurity,171,0,0.091260503,Leadership
5049,59,Entry-Level,5G,271,2,0.158103606,AI/ML
5050,51,Mid-Career,Leadership,78,2,0.815413133,Leadership
5051,40,Mid-Career,Cybersecurity,598,4,0.085762685,5G
5052,49,Senior,Leadership,407,3,0.31853807,5G
5053,30,Senior,5G,467,2,0.210133493,Leadership
5054,20,Mid-Career,Cybersecurity,339,3,0.457387995,AI/ML
5055,49,Entry-Level,Cybersecurity,408,4,0.803939752,Cybersecurity
5056,36,Entry-Level,AI/ML,261,0,0.964021918,Leadership
5057,57,Mid-Career,Leadership,449,1,0.21579477,5G
5058,38,Senior,AI/ML,64,1,0.944724255,Cybersecurity
5059,29,Mid-Career,AI/ML,392,3,0.013032556,Leadership
5060,47,Entry-Level,AI/ML,269,2,0.769577559,Cybersecurity
5061,57,Mid-Career,AI/ML,194,0,0.059169086,Cybersecurity
5062,52,Entry-Level,AI/ML,305,2,0.778654455,AI/ML
5063,23,Entry-Level,5G,438,3,0.40411143,Leadership
5064,48,Entry-Level,AI/ML,473,2,0.563936041,Cybersecurity
5065,21,Senior,Cybersecurity,509,0,0.7925518,5G
5066,27,Senior,Cybersecurity,494,2,0.403152171,Cybersecurity
5067,21,Senior,AI/ML,514,1,0.495408777,Cybersecurity
5068,29,Mid-Career,Leadership,77,3,0.083599002,5G
5069,21,Senior,5G,496,4,0.034119538,Cybersecurity
5070,52,Senior,Leadership,56,3,0.136606273,Leadership
5071,34,Senior,Cybersecurity,484,4,0.40355044,Cybersecurity
5072,42,Mid-Career,Cybersecurity,309,0,0.316116489,Cybersecurity
5073,49,Mid-Career,Leadership,533,2,0.285510311,AI/ML
5074,52,Entry-Level,5G,161,4,0.396746302,Cybersecurity
5075,41,Senior,5G,499,2,0.386470414,Leadership
5076,19,Senior,AI/ML,526,3,0.214400711,Cybersecurity
5077,55,Mid-Career,AI/ML,549,1,0.608122685,Leadership
5078,18,Entry-Level,5G,518,3,0.004478282,5G
5079,40,Mid-Career,Leadership,490,2,0.233323954,5G
5080,53,Entry-Level,Cybersecurity,260,2,0.544600461,Leadership
5081,42,Entry-Level,Leadership,276,0,0.509820059,5G
5082,50,Senior,5G,69,3,0.618418661,Leadership
5083,46,Entry-Level,5G,521,3,0.585798945,Leadership
5084,31,Senior,AI/ML,240,1,0.062943812,AI/ML
5085,51,Mid-Career,Leadership,74,3,0.300646602,Cybersecurity
5086,40,Entry-Level,5G,449,3,0.087577716,Cybersecurity
5087,48,Entry-Level,Leadership,270,1,0.013971511,5G
5088,34,Senior,Cybersecurity,306,4,0.352251914,Cybersecurity
5089,31,Mid-Career,AI/ML,512,2,0.631967939,Cybersecurity
5090,44,Mid-Career,AI/ML,552,4,0.921515826,AI/ML
5091,27,Senior,Leadership,232,1,0.786463717,Cybersecurity
5092,37,Senior,5G,98,4,0.7516218,5G
5093,56,Mid-Career,Cybersecurity,256,0,0.564060186,Cybersecurity
5094,23,Mid-Career,Cybersecurity,546,0,0.558949104,5G
5095,56,Senior,Leadership,597,0,0.585681689,Leadership
5096,56,Entry-Level,AI/ML,51,0,0.852601678,Leadership
5097,31,Senior,Leadership,322,1,0.043738581,5G
5098,54,Senior,5G,266,0,0.715951833,5G
5099,25,Senior,5G,13,3,0.33699615,Leadership
5100,22,Entry-Level,Leadership,165,0,0.0221374,AI/ML
5101,40,Entry-Level,Cybersecurity,359,3,0.525936542,Cybersecurity
5102,53,Mid-Career,Leadership,251,0,0.737445189,Leadership
5103,57,Mid-Career,AI/ML,560,1,0.9183862,Leadership
5104,19,Mid-Career,5G,428,2,0.410487402,5G
5105,22,Senior,AI/ML,247,2,0.292578031,Cybersecurity
5106,42,Entry-Level,5G,403,2,0.660637198,Leadership
5107,33,Mid-Career,Cybersecurity,255,2,0.450457489,Leadership
5108,52,Mid-Career,Cybersecurity,450,3,0.295909908,5G
5109,25,Mid-Career,AI/ML,139,4,0.158980868,5G
5110,52,Mid-Career,Cybersecurity,467,0,0.066785964,AI/ML
5111,44,Senior,Leadership,461,3,0.159996645,Cybersecurity
5112,53,Entry-Level,5G,3,0,0.710638371,Leadership
5113,41,Senior,5G,169,2,0.126741693,5G
5114,19,Mid-Career,5G,235,0,0.02813054,5G
5115,35,Senior,Cybersecurity,511,1,0.120802189,5G
5116,18,Entry-Level,AI/ML,488,2,0.707099117,Leadership
5117,39,Senior,Cybersecurity,204,3,0.260928648,Leadership
5118,37,Mid-Career,Leadership,572,4,0.489582726,Leadership
5119,31,Mid-Career,5G,435,1,0.188411087,5G
5120,40,Senior,Cybersecurity,52,0,0.065531065,AI/ML
5121,45,Entry-Level,Cybersecurity,19,0,0.036395062,Cybersecurity
5122,51,Senior,Cybersecurity,458,4,0.383950145,5G
5123,40,Senior,Leadership,143,4,0.976289439,5G
5124,58,Senior,AI/ML,308,1,0.177375607,AI/ML
5125,31,Mid-Career,Cybersecurity,81,3,0.102363308,AI/ML
5126,25,Senior,Cybersecurity,233,4,0.877447577,5G
5127,48,Entry-Level,5G,327,0,0.404187444,AI/ML
5128,25,Mid-Career,5G,75,2,0.52714015,Cybersecurity
5129,42,Entry-Level,5G,200,2,0.083367992,Cybersecurity
5130,51,Senior,Cybersecurity,393,4,0.304515885,Leadership
5131,23,Mid-Career,5G,580,4,0.964369017,Cybersecurity
5132,50,Entry-Level,AI/ML,458,0,0.357085697,Leadership
5133,36,Entry-Level,5G,226,1,0.791880699,Cybersecurity
5134,18,Senior,5G,343,1,0.106661693,5G
5135,56,Entry-Level,Leadership,19,3,0.620196941,AI/ML
5136,20,Mid-Career,AI/ML,189,2,0.200980182,AI/ML
5137,46,Senior,Cybersecurity,300,4,0.860556347,Cybersecurity
5138,19,Senior,Leadership,199,4,0.976023176,Leadership
5139,18,Senior,5G,276,4,0.295836926,Cybersecurity
5140,47,Entry-Level,5G,12,2,0.755476377,Leadership
5141,40,Senior,5G,399,3,0.853503812,Leadership
5142,27,Mid-Career,Leadership,180,0,0.485211209,5G
5143,42,Senior,5G,304,3,0.105841797,Leadership
5144,57,Mid-Career,Cybersecurity,421,3,0.359642961,Leadership
5145,27,Mid-Career,Leadership,43,3,0.191486851,Cybersecurity
5146,50,Senior,Leadership,416,0,0.553442198,5G
5147,26,Senior,Cybersecurity,528,3,0.123052994,Cybersecurity
5148,46,Senior,Cybersecurity,403,0,0.426379595,Leadership
5149,47,Mid-Career,Cybersecurity,464,4,0.737886245,Cybersecurity
5150,51,Mid-Career,Leadership,61,3,0.260703071,AI/ML
5151,33,Senior,Cybersecurity,532,0,0.15982829,AI/ML
5152,39,Entry-Level,Cybersecurity,117,3,0.043760564,Leadership
5153,27,Senior,AI/ML,488,2,0.22763178,AI/ML
5154,51,Senior,5G,95,2,0.173050379,5G
5155,36,Senior,5G,191,2,0.09478037,AI/ML
5156,31,Mid-Career,5G,21,4,0.66606811,Leadership
5157,41,Senior,AI/ML,205,3,0.846492209,5G
5158,37,Entry-Level,AI/ML,438,4,0.432085837,AI/ML
5159,55,Senior,Leadership,161,3,0.349419734,Cybersecurity
5160,37,Senior,AI/ML,519,2,0.41628005,5G
5161,29,Senior,5G,155,1,0.818307662,Leadership
5162,50,Mid-Career,5G,144,3,0.469828863,Leadership
5163,42,Entry-Level,Leadership,526,3,0.950857262,AI/ML
5164,27,Entry-Level,Leadership,9,2,0.682404247,Leadership
5165,38,Senior,Cybersecurity,465,3,0.681472773,AI/ML
5166,19,Mid-Career,Cybersecurity,339,0,0.908237727,Cybersecurity
5167,20,Entry-Level,Cybersecurity,384,1,0.401945243,5G
5168,58,Entry-Level,Leadership,147,2,0.529206437,AI/ML
5169,43,Senior,AI/ML,101,2,0.842299941,Cybersecurity
5170,56,Entry-Level,Leadership,386,0,0.281074565,AI/ML
5171,46,Entry-Level,5G,214,2,0.761962806,5G
5172,22,Mid-Career,Leadership,206,0,0.136416676,Cybersecurity
5173,30,Entry-Level,5G,130,2,0.797203057,5G
5174,40,Entry-Level,Cybersecurity,162,2,0.14599912,Leadership
5175,50,Entry-Level,Leadership,106,0,0.163065588,5G
5176,39,Senior,Cybersecurity,62,4,0.39505072,5G
5177,56,Entry-Level,Cybersecurity,360,4,0.019377911,AI/ML
5178,33,Mid-Career,AI/ML,559,1,0.370556858,AI/ML
5179,35,Mid-Career,Leadership,109,2,0.226074829,AI/ML
5180,41,Entry-Level,Cybersecurity,481,1,0.583880249,5G
5181,37,Mid-Career,5G,222,3,0.703822189,5G
5182,25,Senior,5G,378,0,0.376091427,Leadership
5183,41,Senior,Cybersecurity,560,0,0.828512245,5G
5184,53,Senior,Leadership,371,2,0.578538363,Cybersecurity
5185,34,Mid-Career,AI/ML,465,1,0.720758521,Cybersecurity
5186,27,Mid-Career,Cybersecurity,164,3,0.118493122,5G
5187,45,Entry-Level,Cybersecurity,429,4,0.216474616,Cybersecurity
5188,45,Senior,AI/ML,166,1,0.588417053,5G
5189,47,Senior,Cybersecurity,263,3,0.479176906,Cybersecurity
5190,20,Entry-Level,5G,419,0,0.982553255,AI/ML
5191,21,Entry-Level,5G,336,4,0.98601607,AI/ML
5192,51,Mid-Career,Leadership,83,1,0.838913541,Leadership
5193,33,Mid-Career,Leadership,472,0,0.942335889,Cybersecurity
5194,56,Entry-Level,AI/ML,319,3,0.819433346,5G
5195,28,Entry-Level,AI/ML,130,4,0.649367265,5G
5196,25,Entry-Level,Leadership,279,3,0.488755998,5G
5197,43,Mid-Career,Leadership,204,2,0.368348265,Leadership
5198,24,Senior,5G,521,4,0.971466996,Cybersecurity
5199,24,Senior,Leadership,328,1,0.774711496,Leadership
5200,39,Senior,AI/ML,17,0,0.792324906,5G
5201,37,Senior,AI/ML,348,2,0.772025641,5G
5202,36,Mid-Career,Cybersecurity,591,3,0.881847782,AI/ML
5203,51,Entry-Level,Cybersecurity,120,2,0.301755538,Cybersecurity
5204,21,Mid-Career,AI/ML,409,3,0.768792391,AI/ML
5205,22,Mid-Career,Leadership,64,4,0.759986184,5G
5206,51,Senior,5G,430,2,0.768661334,Cybersecurity
5207,37,Entry-Level,AI/ML,509,3,0.493113513,Leadership
5208,39,Mid-Career,5G,156,1,0.406637196,5G
5209,32,Mid-Career,Leadership,517,1,0.158336582,Leadership
5210,38,Mid-Career,5G,29,1,0.839983205,AI/ML
5211,35,Entry-Level,AI/ML,151,1,0.410861269,Leadership
5212,49,Mid-Career,Leadership,202,1,0.388055294,AI/ML
5213,59,Mid-Career,5G,338,2,0.936690903,AI/ML
5214,42,Senior,Cybersecurity,585,4,0.171004393,Cybersecurity
5215,56,Entry-Level,Leadership,525,3,0.029362863,5G
5216,49,Senior,Cybersecurity,344,2,0.814956665,5G
